Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80,Feature81,Feature82,Feature83,Feature84,Feature85,Feature86,Feature87,Feature88,Feature89,Feature90,Feature91,Feature92,Feature93,Feature94,Feature95,Feature96,Feature97,Feature98,Feature99,Feature100,Target1
-6.024621746371560116e-01,-1.065279022500807526e+00,-5.858536525840046805e-01,-1.191047033057982985e+00,1.471010786313247110e+00,-4.036452587514208212e-02,9.837250977746579972e-01,4.387893345319667238e-01,-4.579424130534837101e-02,9.313440989763241973e-01,-8.169812739992421413e-01,6.444660264567241871e-03,2.384975774839983853e-01,1.147426320047612913e+00,1.170460501188417712e+00,-9.634509901797952969e-01,7.648501693980017668e-01,-1.050484421225318821e+00,1.721194031992482554e+00,-3.424043934473255391e-01,-1.217318809092748033e+00,2.573858845228057385e-02,-8.484117649346751833e-01,-1.859108210035568920e+00,1.691505952956352976e+00,-3.403774135340839058e-01,3.168259665243929324e-01,-1.537701493608274045e-02,-5.374246145778315276e-01,3.067142312539191118e-01,-8.810151328348126976e-01,-6.766892681445647595e-01,-9.587841012509136229e-01,8.739450596835439677e-01,-2.317783077316895035e+00,-3.704553655025197290e-02,-1.029724393310373243e+00,-3.437852950843531263e-01,6.242956551819356381e-01,-1.798278798837275705e+00,-1.053313481762485626e-01,2.145391542223588077e-01,4.065041856757994898e-01,-8.509014805122275815e-01,7.175400592041000780e-02,1.244288294980641085e+00,-1.507610418069742497e+00,8.276595697488808856e-01,1.828608337323828881e+00,1.499467760786029336e-01,-1.410857188963551057e+00,-6.565697206443094069e-01,9.404314912886612143e-01,-7.616856427302456933e-02,-1.440148887548052370e+00,-1.121135325102168956e+00,-3.069206827664873405e+00,8.854416073404391962e-01,-3.214859180901225577e-01,8.383492342817724374e-01,-9.966883912930065703e-01,-9.591946467923508912e-01,-7.948626175175965702e-01,-8.297645255627834615e-01,7.382942822920600667e-01,-9.977304837873230969e-01,1.513924877310128370e+00,-2.284616434840180954e+00,4.456272773125388165e-01,-1.723354478789676403e+00,9.157932882539401298e-01,-4.496933098666304751e-01,3.806868391438992250e-01,-6.981588214234190071e-01,-5.720349163747061707e-04,6.069019496873578889e-01,2.240693090544537025e+00,-1.652493326175463739e+00,-1.117230434713434861e-01,-1.886600044769082496e+00,-8.295137797474803065e-01,8.501870159132904892e-01,-9.211399861982570991e-01,2.768012773104192720e-02,5.789019173470068003e-01,1.298970497579551076e+00,3.600607711538484357e-01,6.670583528001174933e-01,-9.436621757108903941e-02,4.383669835031527295e-01,-6.527657869104742938e-02,-8.810159006979162433e-01,-8.317270934916193292e-01,-2.738354685502117705e-02,1.755515363016229236e+00,6.248464053105803329e-01,1.443519910704387010e+00,-5.014874165003779631e-03,-1.203953868463629062e+00,9.016005009550550620e-01,0.000000000000000000e+00
1.251410664538040951e+00,-6.531329671778790535e-02,2.262041306486766989e-01,-1.203572062970068357e+00,1.552232686348673951e+00,6.252279702159252439e-02,6.529068521954632942e-01,7.594467344426948374e-01,-1.233146535677940969e+00,1.586293579043388746e+00,-8.899513436717799708e-01,1.747490495067520966e+00,-1.718845476035549824e+00,-8.220462938625617832e-01,-1.174442620484205335e+00,6.281543982873327714e-01,-6.859569425595947179e-01,6.630514358079785397e-01,1.067125281319349472e+00,5.158026485540349038e-01,-9.883195599203875581e-01,2.812715725448629578e-01,-3.435255868552781200e-01,-9.247061377016538297e-02,5.390688697816105046e-01,-2.016255319629911280e-01,5.511865514962055457e-01,8.317391703868490249e-02,1.464596563168216355e-02,-1.473760633070139603e+00,-9.025840056954289592e-01,7.045727945153343885e-01,-8.899462927219593533e-01,-1.758100174162231522e-01,7.310587368074658032e-01,-3.543334798068425995e-01,-1.078593059056380143e+00,-7.450944055648882625e-01,9.713264777936551075e-01,-7.383153943833535848e-01,-3.089139716766797772e+00,6.364162445648157140e-01,-7.372040520815287268e-01,-6.279639955590751166e-01,-4.226921542778725449e-01,1.032579100274129580e+00,5.857951023071089613e-01,-5.751981302480025926e-01,2.579723123048813238e-01,-1.492286610372484779e+00,1.420394981520024524e-01,2.799275249440744129e-01,1.209539476629153815e-01,1.254831239187989222e+00,-2.363054219716778925e-01,1.396496847078129377e+00,-6.542792128492433967e-01,1.717517764985608375e+00,4.066129683564610464e-01,-6.870847791458100096e-01,1.618798264040101964e+00,1.035765414046023958e+00,-3.852460038260627218e-01,-1.025533652460880685e+00,-7.704221363559889957e-01,1.243534411770603088e+00,5.418876788053439419e-01,5.002287018812402453e-01,1.263150543859113961e+00,-2.471905096568394467e-01,-3.831379293218671878e-01,1.515076601987888294e+00,-2.976056699282569884e-01,-6.743084506263069544e-01,6.604328145733661115e-01,-2.770718384755795682e+00,2.334493172513701253e+00,8.018607493828602273e-01,-1.065880987147108216e+00,8.860807735381406314e-01,2.591527865785871465e-01,-1.151084804569188907e-01,-2.210479308137239529e-01,2.104027094443195800e+00,3.686821870274056834e-02,-1.030499907245238544e+00,8.752057200655672942e-01,6.034018805942130692e-01,2.454482332424581803e-01,-1.658449124975185374e+00,-1.055725182961327002e+00,-1.536610108794551621e+00,-1.465748833578648158e+00,2.158858202354576594e-01,6.071705103920237434e-01,-1.248752060257810159e+00,-2.427286515871983005e-02,-2.638811245842362929e-01,3.438839904963581461e-03,-4.833302601215065386e-01,0.000000000000000000e+00
1.150625559497665096e+00,-9.454118019274863061e-01,1.718408430497119666e+00,2.255844338542555283e-01,-8.355624367128262897e-02,-4.582478507267097045e-01,-1.977892337284152258e-01,-1.583578969999032360e+00,1.186022592280800758e+00,-2.623815108209170965e+00,7.024011268891855453e-02,2.976246695238476403e-01,4.658238725007589620e-01,1.709451995973257477e+00,-7.555869057830209012e-01,-3.394154849187067668e-01,3.507779903758235229e-01,2.793669886323981166e-01,-1.597069234814132654e+00,1.417849476319744229e+00,7.099635147602247898e-01,-1.196800561314649430e-01,-3.225371504622723817e-01,1.749271629953157436e+00,-4.068088103777350306e-01,8.922979122282076458e-01,-1.015168235443741684e+00,-4.491202389630937625e-02,-3.641176363543674466e-01,-4.721015643836469489e-02,1.075155523189604390e+00,-2.532891134669049138e-01,9.842937483821128097e-01,5.999604520251935330e-02,2.527569411340228611e-01,1.272191361154442202e+00,1.430327814262659647e+00,-3.491511882616710749e-01,-6.869053326441726393e-01,-3.928496546514221310e-01,-5.296584161791755285e-01,1.043361677761502682e+00,-1.359688978345725552e+00,-2.130250610253446641e+00,6.753273897052938235e-01,6.308442656734910559e-01,1.902752876606625287e+00,8.521990653603298549e-01,2.268973158355995778e-01,7.147725261993179702e-01,-9.992872688563783634e-02,-5.083370656528558573e-01,5.384673425420744008e-01,-5.003372830765986379e-01,-7.617487741419994851e-01,8.986728354476797298e-01,-2.454534274055449661e+00,7.024531928442285800e-01,1.676452400460221037e+00,6.426337914555338982e-01,7.598600338633881845e-01,-2.872730321641828732e-01,-6.261596202645757225e-01,1.077208408965163233e+00,9.969777315820512742e-01,2.701661081179213553e-01,-1.316186735490584514e+00,3.670772744092036521e-02,1.991330766066105040e+00,-5.182973213734880930e-02,4.823666162576361049e-01,2.123592736785860913e-01,-1.368577723234565280e-01,1.738828997112776831e+00,-4.076239086106555054e-01,-8.560393509914472343e-01,-6.493544257709223944e-01,-3.093115299655713191e-01,-7.674980704541904675e-02,6.154634583769880152e-01,-3.375042379810591076e-01,9.929617429741213752e-02,-1.337890202711380816e+00,4.484993479773457525e-01,-1.974736852560521339e-01,1.470121637420214178e+00,1.957620623249242131e+00,6.021608480429700982e-01,-5.546728676889474130e-01,-1.315324220450923454e+00,-5.383847648284549869e-01,-3.547262013245772172e-01,4.585555207550670587e-01,7.541888105652852503e-02,-2.018822169184749438e+00,8.314374133548926293e-01,-8.289340125213108257e-01,-4.686065641205300336e-01,1.119945949938908392e+00,-1.489022945572654244e+00,1.000000000000000000e+00
1.073277243059058000e-01,2.558339210164460309e-01,-5.480573645959229134e-01,-4.183347192622775546e-01,-1.656032574273847091e+00,-2.065567441078898892e+00,-2.948189684712921449e-02,1.406216968606272266e-01,1.175777874404575762e-01,-5.085137588279312615e-01,-9.553108351619689076e-01,9.748981053757754811e-01,4.791612632497072588e-01,6.935775057000103105e-01,-5.929264354160617145e-01,-3.885389509958044885e-01,-7.944650332237510604e-01,1.891320023010042428e+00,-5.933606018511036195e-01,9.115644524172787921e-01,-9.435986335219371801e-01,1.424895033024505375e+00,-4.272623043645006335e-01,-2.009231313091168203e-01,-3.477827978067803416e-01,-5.060109497785751920e-01,8.313896654264741892e-01,7.868638514744997758e-01,-2.701747049286203350e-01,9.606674514746510463e-01,-1.010575617433203011e+00,6.456766692344401148e-01,7.819100365319447965e-01,-8.848082905866283543e-01,-1.229242088868557126e+00,-1.432989210661890445e+00,2.681272053758893548e-01,-9.034633638836389036e-01,-5.308506764791275367e-01,-1.460259854396720458e-01,-1.669207367432263833e+00,1.691802570949464402e+00,-1.972751810772896686e-01,-1.149013173880941929e+00,-1.050427171687088101e+00,1.654416655680861714e+00,-1.088179454268883850e+00,1.102882039114338353e+00,-1.648308186920609764e+00,5.668647146501036849e-01,-8.134288159887484992e-01,-7.860522774373378541e-01,-7.883052192825819038e-01,-7.227749034920274429e-01,1.195744856756512098e+00,9.440264640639581817e-01,9.838050119384963432e-01,-4.687793652324390159e-01,2.034769998394532209e+00,-7.413557327044716372e-01,8.438392391254215807e-01,-2.486549101622821389e-01,6.876826785901809513e-01,4.520905415599718036e-01,-1.197591910522320724e+00,-5.498568962390530945e-01,1.187183762651222496e+00,-3.960721535197138654e-01,-1.113435609349440636e+00,-5.840255492723858133e-01,-1.290091268294011551e+00,9.728742907653530336e-01,-3.584946375890410986e-01,-7.566825138664042827e-01,1.276986422097438290e+00,5.483761337923787060e-01,-1.740462038477289530e+00,5.577063480323205535e-01,3.295305722621347799e-01,-1.434911683190217557e-01,1.459947547313197092e+00,4.096541448434992128e-01,7.457003311297234482e-01,-1.498728587514290833e-01,-1.348344732699082726e+00,4.506823042328599316e-01,-1.035418721364766093e+00,-4.170581662183646676e-01,-9.134973609014795937e-01,-1.260024604905555456e+00,-1.425676366281689311e-01,-2.381984359787718553e-01,1.077285735905462838e+00,1.225705551414787875e+00,-3.109455180836959709e-01,4.720077073567725545e-01,1.068696286623235459e+00,2.141064260779099448e-01,9.955189671383761763e-01,-9.257540053195518759e-01,1.000000000000000000e+00
1.018306838671504622e+00,2.967542964471299172e-01,2.777759087148392453e-02,-1.039271774745459620e+00,8.469740013115276689e-01,4.924000711476907988e-01,2.564070054009900623e+00,-1.167014833112774153e-01,1.884697431169731097e+00,3.877270341018228539e-01,-2.897184013039812434e-01,-1.657423109948812923e-01,8.725138689191813679e-01,-2.166912552052488117e+00,3.363261432244746829e-01,1.548292310186236698e+00,-2.119814567256833815e+00,-9.912667229569293026e-01,-1.420166047087743078e-01,4.577882432111077815e-01,1.426036862116125334e-02,-2.478175487179443831e-02,-6.247548493874214293e-01,1.082232117348593148e+00,1.898535262686147917e-01,-1.144855945689623143e-02,-4.650122177399981238e-01,-1.007835779257961306e+00,-7.906127429377143301e-01,6.379342177815958692e-01,6.200713616988356991e-01,-1.038138051928142236e+00,-4.962810731839399914e-01,4.651997601038658781e-01,-1.294100668341417348e+00,6.237937022690557276e-01,3.314071571152976681e-01,-7.890337402538912803e-01,1.856079837759048168e+00,1.550650057388055725e+00,-4.042104808079018986e-03,1.129138193655208733e+00,9.612666781911991531e-01,-1.239115390750282542e+00,8.246774087570404310e-01,1.669357191238886928e+00,-7.346784546045793673e-01,-7.675073340297889901e-01,-2.471507741296859462e-01,7.751913644366563716e-01,-3.126500295101450888e-01,-5.427485807503785731e-01,1.428881883298484867e+00,-6.281597945293885266e-01,9.668287438439231440e-01,1.352765767704080968e+00,-1.027669427587221129e+00,7.493833685732956829e-01,8.574027399237218461e-01,4.323855402000485459e-01,1.501884286206723207e+00,1.685507828594206003e-01,-9.449701499843604635e-01,4.295886984119535734e-01,8.504217903195857575e-01,2.217942236573577919e+00,3.294046950008961971e-01,6.405870488718160560e-01,1.984190633210443311e+00,2.272320172571829291e-02,1.980665580084072230e-01,-9.443406009134102108e-01,-4.118579730616945267e-01,1.045836596711274824e+00,4.590295457163373616e-01,-3.016704859754751333e-01,-2.591313231690980379e-01,8.043770669481555835e-01,-3.673185864035243275e-01,-2.105926273499820686e-02,3.684995192474643799e-01,-2.235870998903349560e-01,-5.186067508067870868e-02,-3.036374818863123992e-01,8.266700173118520789e-01,6.405851339114354559e-02,7.123513670673742304e-01,1.916214577091265026e-01,-1.759186141123038061e-01,-5.851183872179366308e-01,4.653729563032260041e-01,7.378042155111835809e-01,1.415941654036200203e+00,-9.684169225726271812e-02,5.757080211413011517e-01,5.509126866725940763e-01,-7.768071802376101676e-02,6.758501988686481665e-01,2.659292713727473001e-01,-2.116433213042126227e-01,0.000000000000000000e+00
-1.091057558787870363e+00,1.192378981645203367e-01,-2.029893714768700619e+00,-1.366277952085072744e+00,-2.500374229659939052e-01,-1.412154534529774130e+00,-3.150966054161487007e-01,1.594523625212689089e+00,2.493050457204391557e-01,1.605496560658462357e+00,-2.356239871360163718e-01,4.310311590319679254e-01,2.175113875550452658e+00,-5.652358221013746853e-01,1.924446079019784150e+00,-4.010816796969280951e-01,4.121274050317086934e-01,-5.172150043363817895e-01,-1.067106397393975836e+00,4.204231781845744753e-01,3.040603883918346351e-01,-8.913684728201967666e-02,1.474312827184263597e+00,-1.712754081929490413e+00,8.571539006364741198e-01,-1.674510624779679269e-01,-1.436771998816892826e-01,-3.310257132692011606e+00,-9.773228589637992236e-01,9.080003182899640812e-01,1.646403597834994237e+00,-8.724070282614246885e-01,8.441034293728263416e-01,1.248379911403909581e+00,8.578358000009269624e-01,1.102319489173208655e+00,-1.713505451730725548e+00,3.001672116020885350e-01,-5.543298441191915060e-01,1.436690070017338394e+00,7.753510872462282544e-01,2.433685430516592807e-01,-1.549972025079033866e+00,2.094923752663798933e+00,-4.594956645823533581e-01,-4.992506252692121560e-01,-9.758739341990210203e-01,1.420322774286152612e+00,-5.476112725008963622e-01,-1.001106033977444687e+00,-3.080755545636205683e-01,5.267651735238848554e-01,-6.262536947522276964e-01,1.623875278416318402e+00,-1.443930134209591987e-01,-7.018287215464907858e-01,3.251797756640641412e-01,1.453472939212009651e-02,-8.482355202367153346e-01,5.052490104487425415e-02,-8.853923811432831137e-01,4.295227207678857240e-01,3.454657517336298111e-01,1.011060264220736915e+00,9.616665228215495187e-01,1.149386959176802447e+00,-5.800548029151588736e-01,1.409458922558186833e+00,-2.566100105920637309e-01,1.571908890467497377e+00,-3.983528886504125177e-01,2.588281219193187474e-02,4.711368542382073366e-01,-4.038511537866540380e-01,-9.709029740346694082e-01,7.201999176308461204e-01,2.839837537893422637e-01,9.168970990279510236e-01,7.553210267898979868e-01,-8.703880384673962078e-01,7.060499742784628330e-01,-7.327430656665531172e-01,5.594194907266602373e-03,-1.719632857412689120e+00,-1.304954096521309115e+00,-2.198910711751880243e+00,-1.742320101005254918e+00,-1.066949198662087817e+00,-2.891397255835067015e-01,3.931736045070136076e-02,7.454122272937265814e-01,8.992680900085199269e-01,-1.533971502177506295e-02,2.281094944524875157e+00,-4.895913681267047290e-01,2.216690526885029211e+00,-2.766275044718308762e-01,9.063321812417571288e-02,2.831614716183327718e-01,4.938498379321387688e-01,1.000000000000000000e+00
-3.504805797231955178e-02,1.777202168063928056e+00,-5.368386180203563729e-01,3.733136603825262245e-01,-1.869904132914798067e+00,1.585654586454642079e+00,-8.339967838166311154e-01,-6.285265359908255300e-01,-9.266167987906377412e-01,4.993408579747399267e-01,-1.967163274326282352e-01,1.342786003416826635e+00,1.878166019492618188e+00,1.304471058911672809e+00,-3.401282256630433487e-01,1.071427740480124458e+00,-1.328705759685803400e+00,-8.491483919711819706e-01,-2.231244193198335390e-01,-2.010987171111977556e+00,1.002654296620104635e+00,-1.300751054249747796e+00,-1.625260459502687826e+00,-2.167987281018013135e-01,3.478965633468988905e-01,4.415324948483712597e-01,-3.578226337380765454e-01,3.932163753566066400e-01,-1.206220407688137541e+00,-8.341775386162416650e-01,-4.695689847815389673e-01,1.066084085984740026e+00,5.540912924633345504e-01,1.892168813191482002e+00,-6.754306469999493689e-01,-1.301584544394093435e+00,3.403343982883767493e-01,-2.989596650965363756e-01,-3.842036731556185969e-01,-4.436583854677715322e-01,-1.112252242563861904e+00,-2.382798262359512975e+00,-2.174092627302441461e+00,-7.322944039928354076e-01,1.424233085436226176e+00,-1.070099204041152330e+00,5.640030310012715820e-01,4.014618604643647726e-01,-2.329191202538505312e-02,-8.773889315874369155e-01,-6.538562030935297642e-01,1.023813218054541618e+00,6.240082538236499943e-01,-3.921341029421017144e-01,2.233592318692685930e-01,-1.280682331305115884e+00,-9.540381374455084718e-01,1.516977125565762419e-01,-9.128431018169241851e-02,-5.081439786319462693e-01,-1.437107934407576781e+00,-1.456363935208965676e+00,-5.151721379116045441e-01,-3.851041212061780405e-01,9.196840022223329303e-01,2.852753120874242376e-01,3.664133734158085964e-01,-5.210491781118991028e-01,1.394648033214272109e+00,1.036729164866047714e+00,-1.283441893728111127e+00,-4.700434319195270771e-01,1.011166004801804380e-01,3.147097806323185254e-01,3.726929765704949382e-01,-2.363654671594801193e-01,-3.500843304093509967e-01,-5.850293369778152286e-01,-1.251582128490620338e+00,6.234746799733562606e-01,3.417230609807335728e-01,-1.156399842474044481e+00,-7.558706876341192427e-01,1.125972831030953025e-01,-7.040374891379248545e-01,1.307384976944131749e-01,-7.109010143159488759e-01,4.910463936893971759e-01,1.721225519750985145e-01,-8.094954972449058817e-01,5.236243534879589934e-01,-1.093527813898566237e+00,-1.875024688301976994e+00,1.470860361215662548e+00,2.134626640744133219e+00,1.966855256773474558e-01,6.053371684633529481e-01,-4.086307459997495228e-01,-1.912739680453738322e-01,2.298145430958039359e+00,1.000000000000000000e+00
-5.407581738694838824e-01,-3.266417311406218799e-02,9.417512783076343874e-01,-3.685693726488109001e-01,4.168740940378113380e-01,-1.502010262781649619e+00,1.381381858532114038e+00,1.319040423031160938e-02,1.205700400505998138e+00,3.272189962201327851e-01,5.975563457427486291e-01,1.487358311342987127e+00,1.661921216640936949e+00,2.179272650357277690e-04,-3.240005877629680842e-01,-5.500065281436582465e-01,1.028924108614828858e+00,6.089993515422894577e-01,1.519564879147504155e-01,1.123178394811345626e+00,1.715666234714306793e+00,-1.195571794666332455e-01,1.928280488423139358e-02,2.161744952721748880e-01,-2.228314292038610922e-01,7.604391043979867870e-01,-1.812085351824310520e+00,-1.160365492734077408e+00,2.219665624723259789e+00,2.782354000015144102e+00,-5.481123447698869056e-01,1.683052972637504308e-01,-4.745751165904015245e-01,2.589190703213860578e-01,1.182428694823123516e+00,7.892631119197499601e-01,-4.594515342185390150e-01,1.263016904738366364e+00,-2.391066412743076963e-01,3.050356883903405647e-01,-1.081299377077510782e+00,-1.310072606242633775e+00,2.240672034628909681e-01,-2.414839791147879722e-02,7.518684900639249769e-01,6.530621239782484766e-01,-5.821552992545120375e-01,-2.718341195557349987e-01,1.320606241564697081e+00,-8.127297264716187852e-01,-1.544068655064821716e+00,7.215762752864313123e-01,4.966672413230695526e-01,8.450724961682120062e-01,-8.497805233019346816e-02,3.083237954566333983e+00,6.306336772221992071e-01,-1.287007878953909445e+00,6.212560885862484783e-01,5.104688126743052168e-01,3.304251998796772227e+00,-2.647449145937234682e+00,-6.148485558035750032e-01,-1.776797348971292267e+00,6.373428680841403127e-01,-1.167937732785818694e+00,-1.016677687241624550e+00,1.586353544496263757e+00,8.597631997868441234e-01,-1.056936638826701635e+00,1.528849199948658366e-01,-1.975875680449012961e+00,-1.309710871777238994e+00,1.199226953002301699e-01,-4.238476427156804838e-01,-1.253096372187327612e+00,-5.090434901569639292e-01,1.138330547713662266e+00,-2.918465719000181147e-01,8.982841001058538000e-01,-1.048314503378950713e+00,1.290382475900408998e+00,1.958514225012370769e-01,-6.675986068224131209e-01,2.645880557787798626e-01,2.394088070337544227e+00,-1.484700207742491340e+00,-6.155125403079827473e-01,2.631536427418028345e-02,-1.695501918890196746e+00,-3.148573893913591548e-01,-1.095533900742170941e+00,9.491891525807957808e-02,-3.165480111334655344e-01,-1.219084798774376699e+00,4.644385161608183821e-01,1.062991515505449930e-01,9.518037976931575939e-01,1.077435700122490569e+00,7.401278493861013219e-01,0.000000000000000000e+00
2.658634421639464174e-01,3.549577206559058062e-01,-6.573719074810548957e-01,-7.026695187716180957e-01,1.155743594287953702e+00,1.497248519985004300e+00,1.585491652579192889e+00,-9.205714925332855736e-03,4.116584401568209456e-02,-1.974110357743365629e+00,-1.523487325400310510e+00,5.625880443476877213e-01,6.172062910451839857e-01,8.697476352546806844e-01,2.542545823186064258e-01,5.107841845340421738e-01,1.261401249456723717e+00,6.810082134228925277e-01,-7.653050260564467910e-01,-1.105271335843863056e+00,-1.981566045295721112e+00,8.280178085769790419e-01,7.695473314816778654e-01,-4.583834028138343841e-01,-9.943495373200327003e-02,6.712464595677506418e-01,1.209519902038422412e+00,3.642963138179217131e-01,-1.102433569991918549e+00,2.057005801958774249e+00,-4.909099521007329603e-01,-3.855041838590296532e-02,-1.911465495780010349e-01,9.383545274961784255e-01,2.314967777494155721e-01,-7.035324511966566385e-01,-6.794480535619984440e-01,3.189541722629465337e-01,-6.655241039622945554e-01,3.555959243278072890e-01,-1.486523086276710703e+00,5.502526599691993647e-01,-8.294673601697276633e-01,9.184408281049750711e-01,-1.606423707761648556e+00,3.744624981590416457e-01,-4.520622842946387387e-01,2.926436440919589765e-01,-1.231326680767688558e-01,-1.826533384795006043e+00,-6.154461948748245481e-01,-6.792375972480736435e-01,6.108455495060585161e-01,1.409754171180382931e+00,6.681995718707672838e-01,-2.806046630378216111e-01,-1.303833030278758187e-01,7.330928152055048441e-01,-1.797003000904247694e+00,2.726945996304983022e-01,-2.582960836555483475e-01,-7.796459130157589179e-01,1.049771089745861641e+00,-1.140083100267451188e+00,9.930515278496673259e-01,8.794973590450002598e-01,1.245114252365472796e+00,2.341952594824095735e-01,-1.382170044320506497e+00,-2.435293871069137417e+00,2.353003899335132376e-01,-1.974401032033381576e-01,2.505405795715056130e-02,-2.700898670229163190e-01,-9.735265096334880797e-01,-9.979034372011651444e-01,1.255836316429195243e+00,-8.143534487827518431e-01,2.839959785535386971e-01,5.508910402729138012e-01,3.175800834205077389e-02,-1.850724456536480655e+00,8.028651621454033771e-01,5.544349111784085959e-01,1.445814575246073597e+00,1.557783369879989888e+00,-1.258891927283184886e+00,1.040510321797327303e-01,2.855109281825130574e-01,-3.622143766405137022e-01,5.231243182016198645e-01,1.088965642986995830e+00,-2.065599313517593849e+00,1.048996161897972845e+00,-2.143498446205233776e+00,-1.437021082196423549e-01,-5.301442136717521986e-02,-2.071531375626340044e+00,-2.662833362250180969e-01,-2.744200453211417118e-02,0.000000000000000000e+00
-9.604218133535254998e-01,6.399753407947436079e-01,-1.233991582414262878e+00,3.730991138212718106e-01,1.891559155432986916e+00,2.961598032399574421e-01,-1.993692117634351113e-01,8.643478527423649194e-01,1.482214942837582372e+00,-3.804766797684446256e-01,-1.791476184934376992e+00,1.595736369447828262e-01,8.299391783774273668e-01,-1.630633415450373491e-01,4.295589767619664712e-01,2.702918963818883302e-01,1.418423399539869845e-01,5.639662010417184623e-01,6.247155832161964684e-01,7.456617231822164349e-02,-1.027419421170632230e+00,-3.748772752254826979e-01,1.249807538579672528e+00,7.625650127811697265e-01,-9.084997431288847070e-01,-7.195590104125820785e-01,2.494293240795519284e-01,1.517626960620997556e+00,3.488658196894059982e-01,-5.730257410278392083e-01,1.228503996876010529e+00,6.913132399898058722e-01,4.212739615645830771e-01,9.998583170750102722e-01,4.841005082329671860e-01,2.414206522413926970e-01,3.299151209339112878e-01,1.516537142425659956e+00,8.474820365844542014e-01,-9.255771386231378961e-02,1.433387335810431207e+00,7.409871078796972377e-01,-4.845902083846928554e-01,8.808295242857230312e-01,-1.552406587458330600e+00,-9.838130687887249870e-01,-1.578906839558779918e-01,7.958428456857634392e-02,5.766240675047524800e-01,2.586057881555458238e+00,8.240964858177849406e-01,-4.961136635345178569e-01,9.695013664107752019e-03,6.777750261529881248e-01,5.220450269294820700e-01,8.651233329053382715e-01,1.240009196025781274e-01,-1.172478492672469175e+00,-1.210275121717274693e+00,4.284295423136612047e-01,8.267660852663621940e-01,-1.003721761877358398e+00,3.101577112605690134e-01,2.118590455933082595e+00,1.104553028715220098e+00,8.054077660476214318e-01,-3.059667497599254937e-01,4.222730030237478172e-01,8.462888156116676885e-02,-5.298648344918285291e-01,5.042888540752730187e-01,1.025543611159440038e+00,-2.488287373858131812e-01,1.727304623259562355e+00,1.626374787238530073e-01,-3.900260132528372004e-01,1.326329896118706220e+00,1.453369866496651452e+00,-4.032730304531054188e-01,4.376574635267614921e-01,1.083153866038718549e+00,-7.982487139804898824e-02,1.996189501127048960e+00,8.125115049151343527e-01,-8.417622953369847671e-01,-9.300476774390824541e-01,-5.894943541092090289e-01,-9.012168461617173776e-01,1.006591436904270997e+00,1.258656743383405052e+00,-1.126623255206979923e+00,2.260986184674401156e-01,1.258637118105447428e+00,-5.073445674596627208e-01,-9.277126660817898163e-01,9.773183985529136919e-01,-1.319786716739073940e-01,2.638389060805267361e-01,7.003343543117486192e-01,-1.180118436870160048e+00,0.000000000000000000e+00
